dataset,type,function,run,time,size
C,xml.gz,read,232,16,59
C,bin,write,233,5,134
C,bin,read,233,8,134
C,xml,write,233,8,347
C,xml,read,233,13,347
C,xml.gz,write,233,16,59
C,xml.gz,read,233,16,59
C,bin,write,234,5,134
C,bin,read,234,8,134
C,xml,write,234,8,347
C,xml,read,234,13,347
C,xml.gz,write,234,16,59
C,xml.gz,read,234,16,59
C,bin,write,235,6,134
C,bin,read,235,8,134
C,xml,write,235,11,347
C,xml,read,235,18,347
C,xml.gz,write,235,17,59
C,xml.gz,read,235,17,59
C,bin,write,236,5,134
C,bin,read,236,8,134
C,xml,write,236,8,347
C,xml,read,236,12,347
C,xml.gz,write,236,16,59
C,xml.gz,read,236,17,59
C,bin,write,237,5,134
C,bin,read,237,8,134
C,xml,write,237,7,347
C,xml,read,237,13,347
C,xml.gz,write,237,16,59
C,xml.gz,read,237,16,59
C,bin,write,238,5,134
C,bin,read,238,9,134
C,xml,write,238,9,347
C,xml,read,238,12,347
C,xml.gz,write,238,17,59
C,xml.gz,read,238,16,59
C,bin,write,239,5,134
C,bin,read,239,9,134
C,xml,write,239,12,347
C,xml,read,239,16,347
C,xml.gz,write,239,19,59
C,xml.gz,read,239,17,59
C,bin,write,240,5,134
C,bin,read,240,8,134
C,xml,write,240,9,347
C,xml,read,240,13,347
C,xml.gz,write,240,16,59
C,xml.gz,read,240,16,59
C,bin,write,241,4,134
C,bin,read,241,19,134
C,xml,write,241,9,347
C,xml,read,241,12,347
C,xml.gz,write,241,16,59
C,xml.gz,read,241,16,59
C,bin,write,242,6,134
C,bin,read,242,7,134
C,xml,write,242,9,347
C,xml,read,242,11,347
C,xml.gz,write,242,17,59
C,xml.gz,read,242,18,59
C,bin,write,243,7,134
C,bin,read,243,8,134
C,xml,write,243,8,347
C,xml,read,243,12,347
C,xml.gz,write,243,16,59
C,xml.gz,read,243,16,59
C,bin,write,244,5,134
C,bin,read,244,8,134
C,xml,write,244,8,347
C,xml,read,244,11,347
C,xml.gz,write,244,16,59
C,xml.gz,read,244,16,59
C,bin,write,245,5,134
C,bin,read,245,7,134
C,xml,write,245,8,347
C,xml,read,245,12,347
C,xml.gz,write,245,16,59
C,xml.gz,read,245,16,59
C,bin,write,246,5,134
C,bin,read,246,8,134
C,xml,write,246,8,347
C,xml,read,246,17,347
C,xml.gz,write,246,19,59
C,xml.gz,read,246,16,59
C,bin,write,247,5,134
C,bin,read,247,8,134
C,xml,write,247,9,347
C,xml,read,247,13,347
C,xml.gz,write,247,16,59
C,xml.gz,read,247,17,59
C,bin,write,248,5,134
C,bin,read,248,7,134
C,xml,write,248,9,347
C,xml,read,248,12,347
C,xml.gz,write,248,16,59
C,xml.gz,read,248,17,59
C,bin,write,249,5,134
C,bin,read,249,8,134
C,xml,write,249,8,347
C,xml,read,249,13,347
C,xml.gz,write,249,16,59
C,xml.gz,read,249,17,59
C,bin,write,250,4,134
C,bin,read,250,10,134
C,xml,write,250,11,347
C,xml,read,250,13,347
C,xml.gz,write,250,17,59
C,xml.gz,read,250,18,59
C,bin,write,251,6,134
C,bin,read,251,8,134
C,xml,write,251,8,347
C,xml,read,251,12,347
C,xml.gz,write,251,17,59
C,xml.gz,read,251,16,59
C,bin,write,252,5,134
C,bin,read,252,8,134
C,xml,write,252,8,347
C,xml,read,252,13,347
C,xml.gz,write,252,16,59
C,xml.gz,read,252,16,59
C,bin,write,253,5,134
C,bin,read,253,9,134
C,xml,write,253,10,347
C,xml,read,253,12,347
C,xml.gz,write,253,16,59
C,xml.gz,read,253,15,59
C,bin,write,254,5,134
C,bin,read,254,7,134
C,xml,write,254,8,347
C,xml,read,254,12,347
C,xml.gz,write,254,15,59
C,xml.gz,read,254,17,59
C,bin,write,255,18,134
C,bin,read,255,7,134
C,xml,write,255,8,347
C,xml,read,255,12,347
C,xml.gz,write,255,16,59
C,xml.gz,read,255,16,59
C,bin,write,256,5,134
C,bin,read,256,9,134
C,xml,write,256,8,347
C,xml,read,256,12,347
C,xml.gz,write,256,16,59
C,xml.gz,read,256,16,59
C,bin,write,257,5,134
C,bin,read,257,7,134
C,xml,write,257,9,347
C,xml,read,257,12,347
C,xml.gz,write,257,16,59
C,xml.gz,read,257,16,59
C,bin,write,258,5,134
C,bin,read,258,7,134
C,xml,write,258,8,347
C,xml,read,258,12,347
C,xml.gz,write,258,16,59
C,xml.gz,read,258,16,59
C,bin,write,259,5,134
C,bin,read,259,8,134
C,xml,write,259,9,347
C,xml,read,259,14,347
C,xml.gz,write,259,21,59
C,xml.gz,read,259,16,59
C,bin,write,260,5,134
C,bin,read,260,7,134
C,xml,write,260,8,347
C,xml,read,260,12,347
C,xml.gz,write,260,17,59
C,xml.gz,read,260,17,59
C,bin,write,261,6,134
C,bin,read,261,7,134
C,xml,write,261,8,347
C,xml,read,261,12,347
C,xml.gz,write,261,15,59
C,xml.gz,read,261,16,59
C,bin,write,262,5,134
C,bin,read,262,7,134
C,xml,write,262,8,347
C,xml,read,262,12,347
C,xml.gz,write,262,16,59
C,xml.gz,read,262,16,59
C,bin,write,263,5,134
C,bin,read,263,8,134
C,xml,write,263,8,347
C,xml,read,263,14,347
C,xml.gz,write,263,21,59
C,xml.gz,read,263,15,59
C,bin,write,264,5,134
C,bin,read,264,8,134
C,xml,write,264,8,347
C,xml,read,264,12,347
C,xml.gz,write,264,16,59
C,xml.gz,read,264,16,59
C,bin,write,265,5,134
C,bin,read,265,7,134
C,xml,write,265,8,347
C,xml,read,265,12,347
C,xml.gz,write,265,16,59
C,xml.gz,read,265,16,59
C,bin,write,266,5,134
C,bin,read,266,7,134
C,xml,write,266,8,347
C,xml,read,266,12,347
C,xml.gz,write,266,16,59
C,xml.gz,read,266,16,59
C,bin,write,267,5,134
C,bin,read,267,7,134
C,xml,write,267,8,347
C,xml,read,267,14,347
C,xml.gz,write,267,18,59
C,xml.gz,read,267,17,59
C,bin,write,268,5,134
C,bin,read,268,8,134
C,xml,write,268,8,347
C,xml,read,268,12,347
C,xml.gz,write,268,18,59
C,xml.gz,read,268,16,59
C,bin,write,269,5,134
C,bin,read,269,18,134
C,xml,write,269,8,347
C,xml,read,269,12,347
C,xml.gz,write,269,16,59
C,xml.gz,read,269,17,59
C,bin,write,270,5,134
C,bin,read,270,8,134
C,xml,write,270,9,347
C,xml,read,270,12,347
C,xml.gz,write,270,16,59
C,xml.gz,read,270,16,59
C,bin,write,271,5,134
C,bin,read,271,10,134
C,xml,write,271,8,347
C,xml,read,271,12,347
C,xml.gz,write,271,16,59
C,xml.gz,read,271,17,59
C,bin,write,272,5,134
C,bin,read,272,7,134
C,xml,write,272,8,347
C,xml,read,272,12,347
C,xml.gz,write,272,16,59
C,xml.gz,read,272,15,59
C,bin,write,273,5,134
C,bin,read,273,8,134
C,xml,write,273,8,347
C,xml,read,273,12,347
C,xml.gz,write,273,16,59
C,xml.gz,read,273,16,59
C,bin,write,274,5,134
C,bin,read,274,7,134
C,xml,write,274,9,347
C,xml,read,274,16,347
C,xml.gz,write,274,17,59
C,xml.gz,read,274,16,59
C,bin,write,275,5,134
C,bin,read,275,8,134
C,xml,write,275,8,347
C,xml,read,275,12,347
C,xml.gz,write,275,16,59
C,xml.gz,read,275,15,59
C,bin,write,276,5,134
C,bin,read,276,8,134
C,xml,write,276,7,347
C,xml,read,276,12,347
C,xml.gz,write,276,16,59
C,xml.gz,read,276,16,59
C,bin,write,277,5,134
C,bin,read,277,7,134
C,xml,write,277,8,347
C,xml,read,277,12,347
C,xml.gz,write,277,15,59
C,xml.gz,read,277,16,59
C,bin,write,278,5,134
C,bin,read,278,8,134
C,xml,write,278,8,347
C,xml,read,278,15,347
C,xml.gz,write,278,17,59
C,xml.gz,read,278,17,59
C,bin,write,279,5,134
C,bin,read,279,7,134
C,xml,write,279,8,347
C,xml,read,279,12,347
C,xml.gz,write,279,16,59
C,xml.gz,read,279,18,59
C,bin,write,280,5,134
C,bin,read,280,8,134
C,xml,write,280,8,347
C,xml,read,280,11,347
C,xml.gz,write,280,16,59
C,xml.gz,read,280,16,59
C,bin,write,281,5,134
C,bin,read,281,8,134
C,xml,write,281,8,347
C,xml,read,281,12,347
C,xml.gz,write,281,15,59
C,xml.gz,read,281,16,59
C,bin,write,282,5,134
C,bin,read,282,8,134
C,xml,write,282,8,347
C,xml,read,282,14,347
C,xml.gz,write,282,19,59
C,xml.gz,read,282,16,59
C,bin,write,283,17,134
C,bin,read,283,8,134
C,xml,write,283,8,347
C,xml,read,283,12,347
C,xml.gz,write,283,16,59
C,xml.gz,read,283,15,59
C,bin,write,284,5,134
C,bin,read,284,8,134
C,xml,write,284,8,347
C,xml,read,284,12,347
C,xml.gz,write,284,16,59
C,xml.gz,read,284,16,59
C,bin,write,285,5,134
C,bin,read,285,8,134
C,xml,write,285,8,347
C,xml,read,285,12,347
C,xml.gz,write,285,16,59
C,xml.gz,read,285,15,59
C,bin,write,286,6,134
C,bin,read,286,7,134
C,xml,write,286,11,347
C,xml,read,286,12,347
C,xml.gz,write,286,15,59
C,xml.gz,read,286,16,59
C,bin,write,287,5,134
C,bin,read,287,7,134
C,xml,write,287,8,347
C,xml,read,287,12,347
C,xml.gz,write,287,16,59
C,xml.gz,read,287,16,59
C,bin,write,288,5,134
C,bin,read,288,7,134
C,xml,write,288,8,347
C,xml,read,288,12,347
C,xml.gz,write,288,16,59
C,xml.gz,read,288,15,59
C,bin,write,289,4,134
C,bin,read,289,8,134
C,xml,write,289,9,347
C,xml,read,289,17,347
C,xml.gz,write,289,16,59
C,xml.gz,read,289,16,59
C,bin,write,290,5,134
C,bin,read,290,8,134
C,xml,write,290,8,347
C,xml,read,290,12,347
C,xml.gz,write,290,15,59
C,xml.gz,read,290,16,59
C,bin,write,291,5,134
C,bin,read,291,8,134
C,xml,write,291,8,347
C,xml,read,291,11,347
C,xml.gz,write,291,16,59
C,xml.gz,read,291,16,59
C,bin,write,292,5,134
C,bin,read,292,7,134
C,xml,write,292,8,347
C,xml,read,292,13,347
C,xml.gz,write,292,16,59
C,xml.gz,read,292,16,59
C,bin,write,293,5,134
C,bin,read,293,7,134
C,xml,write,293,8,347
C,xml,read,293,14,347
C,xml.gz,write,293,18,59
C,xml.gz,read,293,17,59
C,bin,write,294,5,134
C,bin,read,294,7,134
C,xml,write,294,8,347
C,xml,read,294,12,347
C,xml.gz,write,294,16,59
C,xml.gz,read,294,16,59
C,bin,write,295,5,134
C,bin,read,295,8,134
C,xml,write,295,8,347
C,xml,read,295,12,347
C,xml.gz,write,295,16,59
C,xml.gz,read,295,16,59
C,bin,write,296,5,134
C,bin,read,296,7,134
C,xml,write,296,8,347
C,xml,read,296,12,347
C,xml.gz,write,296,16,59
C,xml.gz,read,296,16,59
C,bin,write,297,5,134
C,bin,read,297,20,134
C,xml,write,297,12,347
C,xml,read,297,12,347
C,xml.gz,write,297,19,59
C,xml.gz,read,297,16,59
C,bin,write,298,4,134
C,bin,read,298,8,134
C,xml,write,298,8,347
C,xml,read,298,12,347
C,xml.gz,write,298,16,59
C,xml.gz,read,298,16,59
C,bin,write,299,5,134
C,bin,read,299,8,134
C,xml,write,299,7,347
C,xml,read,299,12,347
C,xml.gz,write,299,16,59
C,xml.gz,read,299,16,59
C,bin,write,300,5,134
C,bin,read,300,8,134
C,xml,write,300,8,347
C,xml,read,300,13,347
C,xml.gz,write,300,17,59
C,xml.gz,read,300,16,59
